"name";"ine";"email";"tel"
"Urdiain";"31-240";NA;"948562993"
"Falces";"31-104";"ayto@falces.org";"948734056"
"Urraul Alto";"31-241";"urraulalto@animsa.es";"948899040"
"Fitero";"31-105";"ayuntamiento@fitero.org";"948776132"
"Urraul Bajo";"31-242";"urraulbajo@animsa.es";"948883037"
"Fontellas";"31-106";"ayfontellas.3008@cajarural.com";"948825158"
"Urroz-Villa";"31-243";"urroz@aminsa.es";"948338127"
"Funes";"31-107";"aytofunes.3008@cajarural.com";"948754003"
"Urroz";"31-244";"urrotz@animsa.es";"948450013"
"Fustiñana";"31-108";"aytofusti.3008@cajarural.com";"948840015"
"Urzainqui/Urzainki";"31-245";"AYUNURZAINQUI@terra.es";"948475043"
"Galar";"31-109";"ayto.galar@telefonica.net";"948317762"
"Uterga";"31-246";"uterga@animsa.es";"948344402"
"Gallipienzo/Galipentzu";"31-110";"gallipenzo@animsa.es";"948879014"
"Uztárroz/Uztarroze";"31-247";NA;"948893015"
"Gallués/Galoze";"31-111";"aytoguesa.3008@cajarural.com";"948890094"
"Luzaide/Valcarlos";"31-248";"lizaide-valcarlos@wanadoo.es";"948790117"
"Garaioa";"31-112";"garaioa@infolocal.org";"948764042"
"Valtierra";"31-249";"valtierra@animsa.es";"948867164"
"Garde";"31-113";"ayuntogarde@terra.es";"948475072"
"Bera";"31-250";"bera@animsa.es";"948630005"
"Garínoain";"31-114";"garinoain@animsa.es";"948752076"
"Viana";"31-251";"viana@animsa.es";"948645007"
"Garralda";"31-115";"garralda@animsa.es";"948764008"
"Vidángoz/Bidankoze";"31-252";"ayuntamiento@vidangoz.com";"948477012"
"Genevilla";"31-116";"genevilla@codes.animsa.es";"948444130"
"Bidaurreta";"31-253";"udala@etxauri.es";"948329310"
"Goizueta";"31-117";"goizueta@telefonica.net";"948514006"
"Villafranca";"31-254";"villafranca@animsa.es";"948845006"
"Goñi";"31-118";NA;"948328154"
"Villamayor de Monjardín";"31-255";"ayuntamiento@villamayordemonjardin.com";"948537068"
"Güesa/Gorza";"31-119";"aytoguesa.3008@cajarual.com";"948890094"
"Hiriberri/Villanueva de Aezkoa";"31-256";NA;"948764196"
"Guesálaz/Gesalatz";"31-120";"giesañaz@animsa.es";"948357008"
"Villatuerta";"31-257";"anasacristan@sip2000.es";"948541175"
"Guirguillano";"31-121";"ayguirguillano@terra.es";"948340102"
"Villava/Atarrabia";"31-258";"villava@animsa.es";"948136680"
"Huarte/Uharte";"31-122";"huarte@animsa.es";"948330761"
"Igantzi";"31-259";"igantzi.udala@terra.es";"948637781"
"Uharte Arakil";"31-123";"uharte-arakil@terra.es";"948464036"
"Valle de Yerri/Deierri";"31-260";"ayuntamiento@yerri.es";"948542174"
"Ibargoiti";"31-124";"ibargoiti@animsa.es";"948362061"
"Yesa";"31-261";NA;"948884015"
"Igúzquiza";"31-125";"aiguzquiza@wanadoo.es";"948537068"
"Zabalza/Zabaltza";"31-262";"ayuntamientozabalza@yahoo.es";"948329566"
"Imotz";"31-126";"imotz@sip2000.es";"948503364"
"Zubieta";"31-263";"zubieta.@animsa.es";"948450161"
"Irañeta";"31-127";"uharte-arakil@terra.es";"948464036"
"Zugarramurdi";"31-264";"zugarramurdi@animsa.es";"948599060"
"Isaba/Izaba";"31-128";"udala@isaba.es";"948893005"
"Zúñiga";"31-265";"charcarroya@teleline.es";"948521200"
"Ituren";"31-129";"ituren@animsa.es";"948450302"
"Barañáin/Barañain";"31-901";"info@baranain.com";"948286310"
"Iturmendi";"31-130";"iturmendibakaiku@yahoo.es";"948562458"
"Berrioplano/Berriobeiti";"31-902";"berrioplano@infolocal.org";"948303129"
"Iza/Itza";"31-131";"ayuntamiento@cendeadeiza.com";"948600465"
"Berriozar";"31-903";"berriozar@animsa.es";"948300005"
"Izagaondoa";"31-132";"izagaondoa@animsa.es";"948338280"
"Irurtzun";"31-904";"irurtzun@animsa.es";"948500051"
"Izalzu/Itzaltzu";"31-133";"ayuntamientoizalzu@telefonica.net";"948890034"
"Beriáin";"31-905";"beriain@beriain.es";"948310288"
"Jaurrieta";"31-134";"ayjaurrieta.3008@cajarural.com";"948890124"
"Orkoien";"31-906";"secretario@orkoien.com";"948321111"
"Javier";"31-135";"aytojavier@terra.es";"948884036"
"Zizur Mayor/Zizur Nagusia";"31-907";"ayuntamiento@zizurmayor.es";"948181896"
"Juslapeña/Txulapain";"31-136";"aytojusla.@terra.es";"948302055"
"Lekunberri";"31-908";"bulegoak@lekunberri.eus";"948504211"
"Abadiño";"48-001";"idazkaritza@abadiano.org";"946215530"
"Mallabia";"48-058";"mallabiaudala@euskalnet.net";"943171461"
"Abanto y Ciérvana/Abanto-Zierbena";"48-002";"abantozierbena@abanto-zierbena.org";"946362000"
"Mañaria";"48-059";"udala-mañaria@bizkaia.org";"946818998"
"Amorebieta-Etxano";"48-003";"idazkaritza@amorebieta.net";"946300002"
"Markina-Xemein";"48-060";"udala@markina-xemein.com";"946167454"
"Amoroto";"48-004";"mblaka.amoroto@bizkaia.org";"946842549"
"Maruri-Jatabe";"48-061";"ana.mentxakatorre@maruri-jatabe.net";"946742253"
"Arakaldo";"48-005";"ezorrilla.arakaldo@bizkaia.org";"946721353"
"Mendata";"48-062";"idazkaritza.mendata@bizkaia.org";"946254722"
"Arantzazu";"48-006";"mauriarte.arantzazu@bizkaia.org";"946315689"
"Mendexa";"48-063";"mblaka.mendexa@bizkaia.org";"946842106"
"Munitibar-Arbatzegi Gerrikaitz";"48-007";"agabiola.munitibar@bizkaia.org";"946164007"
"Meñaka";"48-064";"iibarzabal.menaka@bizkaia.org";"946742101"
"Artzentales";"48-008";"idazkaritza.arcentales@bizkaia.org";"946809059"
"Ugao-Miraballes";"48-065";"ialegria@bizkaia.org";"946480711"
"Arrankudiaga-Zollo";"48-009";"ezorrilla.arrankudiaga@bizkaia.org";"946481712"
"Morga";"48-066";"blandia.morga@bizkaia.org";"946252270"
"Arrieta";"48-010";"laucirica.arrieta@bixkaia.net";"946153065"
"Muxika";"48-067";"alkatea.muxika@bizkaia.org";"946252701"
"Arrigorriaga";"48-011";"celes@arrigorriaga.org (jaione@arrigorriaga.org)";"944020200"
"Mundaka";"48-068";"udala.mundaka@bizkaia.otrg";"946177200"
"Bakio";"48-012";"bakio-udala@bizkaia.org";"946194001"
"Mungia";"48-069";"alkatetza@mungia.org";"946741216"
"Barakaldo";"48-013";"ayuntamiento@barakaldo.org";"944789100"
"Aulesti";"48-070";"kmallea.aulesti@bizkaia.org";"946279006"
"Barrika";"48-014";"barrika@barrika.net";"946771062"
"Muskiz";"48-071";"secretaria@muskiz.com";"946706000"
"Basauri";"48-015";"secretaria@basauri.net";"944666300"
"Otxandio";"48-072";"idazkaritza.otxnadio@bizkaia.org";"945450020"
"Berango";"48-016";"berangokoudala@berango.org";"946680008"
"Ondarroa";"48-073";"orokorra@ondarroakoudala.net";"946833674"
"Bermeo";"48-017";"antolakuntza@bermeo.org";"946179100"
"Urduña/Orduña";"48-074";"ivargas@urduna.com";"945383003"
"Berriatua";"48-018";"rbakeriza.berriatua@bizkaia.org";"947137030"
"Orozko";"48-075";"mabodegas.orozko@bizkaia.org";"946339633"
"Berriz";"48-019";"idazkaritza.berriz@bizkaia.org";"946824036"
"Sukarrieta";"48-076";"maordorica.sukarrieta@bizkaia.org";"946870715"
"Bilbao";"48-020";"registro@aytobilbao.net";"944204200"
"Plentzia";"48-077";"castorkia.plentzia@bizkaia.org";"946773210"
"Busturia";"48-021";"udala.busuturia@bizkaia.org";"946870050"
"Portugalete";"48-078";"registro@portugalete.org";"944729202"
"Karrantza Harana/Valle de Carranza";"48-022";"udala@karrantza.org";"946806012"
"Errigoiti";"48-079";"claucirica.errigoiti@bizkaia.org";"946254190"
"Artea";"48-023";"jbeitia.artea@bizkaia.org";"946739205"
"Valle de Trápaga-Trapagaran";"48-080";"ayuntamiento@valledetrapaga-trapagaran.org";"944920411"
"Zeanuri";"48-024";"www.aintxaurza.zeanuri@bizkaia.org";"946739146"
"Lezama";"48-081";"iiriarte.lezama@bizkaia.org";"944556007"
"Zeberio";"48-025";"udala.Zaberio@bizkaia.org";"946481079"
"Santurtzi";"48-082";"alcaldia@ayto-santurtzi.es";"944205800"
"Dima";"48-026";"idezkariza.dima@bizkaia.org";"946315725"
"Ortuella";"48-083";"alcaldia@aytoortuella.net";"946642000"
"Durango";"48-027";"durango@durango-udala.net";"946030000"
"Sestao";"48-084";"alcalde@sestao.net";"944729000"
"Ea";"48-028";"miturbe.ea@bizkaia.org";"946275227"
"Sopela";"48-085";"idazkaritza@sopelana.net";"944065500"
"Etxebarri";"48-029";"etxebarri@etxebarri.net";"944267000"
"Sopuerta";"48-086";"ayto@aytosopuerta.euskalnet.net";"946504052"
"Etxebarria";"48-030";"mcurydampilleta.etxebarria@bizkaia.org";"946466432"
"Trucios-Turtzioz";"48-087";"mpujana.turtzioz@bizkaia.org";"946809040"
"Elantxobe";"48-031";"mjidoiaga.elantxobe@bizkaia.org";"946276108"
"Ubide";"48-088";NA;"945450322"
"Elorrio";"48-032";"elorrio@elorrio.net";"946582712"
"Urduliz";"48-089";"urduliz@urduliz.net";"946762061"
"Ereño";"48-033";"udala.ereno@bizkaia.org";"946254621"
"Balmaseda";"48-090";"ayto@balmaseda.net";"946800000"
"Ermua";"48-034";"administrador_web@udalermua.net";"943179010"
"Atxondo";"48-091";"obolinaga.atxondo@bizkaia.org";"946821009"
"Fruiz";"48-035";"udala.fruiz@bizkaia.org";"946153210"
"Bedia";"48-092";"idazkaritza.bedia@bizkaia.org";"946314200"
"Galdakao";"48-036";"ayuntamiento@galdakao.net";"944010500"
"Areatza";"48-093";"idazkaritza.areatza@bizkaia.org";"946739010"
"Galdames";"48-037";"idazkaritza.galdames@bizkaia.org";"946504154"
"Igorre";"48-094";"Pgarmilla.igorre@bizkaia.org";"946315384"
"Gamiz-Fika";"48-038";"gamiz.fika@bizkaia.org";"946153114"
"Zaldibar";"48-095";"zaldibar@zaldibar.org";"946827016"
"Garai";"48-039";"imilicua.garay@bizkaia.org";"946816393"
"Zalla";"48-096";"udala@zalla.org";"946390001"
"Gatika";"48-040";"idazkaritza@gatika.net";"946151201"
"Zaratamo";"48-097";"jmgarrote.zaratamo@bizkaia.org";"946710052"
"Gautegiz Arteaga";"48-041";"mmadariaga.gautegiz@bizkaia.org";"946252953"
"Derio";"48-901";"webmaster@deriokoudala.net";"944541019"
"Gordexola";"48-042";"udala@gordexola.net";"946799704"
"Erandio";"48-902";"registro@erandioko-udala.net";"944890100"
"Gorliz";"48-043";"udala@gorliz.net";"946770193"
"Loiu";"48-903";"udala@loiu.org";"944712310"
"Getxo";"48-044";"iradokizun@getxo.net";"944660000"
"Sondika";"48-904";"isanchez.sondika@bizkaia.org";"944535010"
"Güeñes";"48-045";"igomez@guenes.net";"946690004"
"Zamudio";"48-905";"udala@zamudiokoudala.net";"944060990"
"Gernika-Lumo";"48-046";"info@gernika-lumo.net";"946270200"
"Forua";"48-906";"idazkaritza.forua@bizkaia.org";"946255180"
"Gizaburuaga";"48-047";"idazkaritza.gizaburuaga@bizkaia.org";"946842586"
"Kortezubi";"48-907";"ahormaetxe.kortezubi@bizkaia.org";"946255053"
"Ibarrangelu";"48-048";"ienbeitia.ibarragelu@bizkaia.org";"946276004"
"Murueta";"48-908";"bfernandez.murueta@bizkaia.org";"946252451"
"Ispaster";"48-049";"udala@ispaster.net";"946842999"
"Nabarniz";"48-909";"udala.narbaniz@bizkaia.org";"946255077"
"Izurtza";"48-050";"udala.izurtza@bizkaia.org";"946813548"
"Iurreta";"48-910";"erregistroa@iurreta.net";"946201200"
"Lanestosa";"48-051";"jmdeladehesa.lanestosa@bizkaia.org";"946806116"
"Ajangiz";"48-911";"robieta.ajangiz@bizkaia.org";"946251913"
"Larrabetzu";"48-052";"larrabetzuko.udala@sarenet.es";"944557027"
"Alonsotegi";"48-912";"alonsotegi@alonsotegi.net";"944860030"
"Laukiz";"48-053";"udala@laukiz.net";"946151051"
"Zierbena";"48-913";"jagutierrez.zierbena@bizkaia.org";"946365336"
"Leioa";"48-054";"secretaría@leioa.net";"944008003"
"Arratzu";"48-914";"idazkaritza.arratzu@bizkai.org";"946256884"
"Lemoa";"48-055";"lemoa@lemoa.net";"946313005"
"Ziortza-Bolibar";"48-915";"ziortza-bolibar@bizkaia.org";"946165727"
"Lemoiz";"48-056";"idaz.lemoiz@lemoiz.net";"946879009"
"Usansolo";"48-916";NA;"944571817"
"Lekeitio";"48-057";"idazkaritza@lekeitio.com";"946034100"
"Adamuz";"14-001";"registro@adamuz.es";"957166002"
"Montalbán de Córdoba";"14-040";"secretaria@aytodemontalban.com";"957311280"
"Aguilar de la Frontera";"14-002";"intervencion_ayto@aguilardelafrontera.org";"957660000"
"Montemayor";"14-041";"ayto.montemayor@eprinsa.es";"957384000"
"Alcaracejos";"14-003";"ayuntamiento@alcaracejos.es";"957156009"
"Montilla";"14-042";"gpr@montilla.es";"957650150"
"Almedinilla";"14-004";"administracion@almedinilla.es";"957703085"
"Montoro";"14-043";"ayto.montoro@terra.es";"957160425"
"Almodóvar del Río";"14-005";"ayuntalmodovardelrio@yahoo.es";"957713602"
"Monturque";"14-044";NA;"957535614"
"Añora";"14-006";"jlpastilla@anora.es";"957151308"
"Moriles";"14-045";NA;"957537000"
"Baena";"14-007";"info@ayto-baena.es";"957665010"
"Nueva Carteya";"14-046";"ayuntamiento@nuevacarteya.es";"957678064"
"Belalcázar";"14-008";"intervencion.belalcazar@eprinsa.es";"957146004"
"Obejo";"14-047";"aytosecretaria@obejo.es";"957369042"
"Belmez";"14-009";"secretario.belmez@eprinsa.es";"957580012"
"Palenciana";"14-048";"palenciana@eprinsa.es";"957535012"
"Benamejí";"14-010";"ayuntamiento@benameji.es";"957530555"
"Palma del Río";"14-049";"intervencion@palmadelrio.es/auxiliadora@palmadelrio.es";"957710244"
"Blázquez (Los)";"14-011";"ayuntamientolosblazquez@hotmail.com";NA
"Pedro Abad";"14-050";"secretaria.pedroabad@eprinsa.es";"957187112"
"Bujalance";"14-012";"bujalance@eprinsa.es";"957170080"
"Pedroche";"14-051";"ayuntamiento@pedroche.es";"957137302"
"Cabra";"14-013";"rosario.molero@cabra.es";"957520050"
"Peñarroya-Pueblonuevo";"14-052";"secretaria@aytopenarroyapueblonuevo.com";"957560204"
"Cañete de las Torres";"14-014";"gbh01@aytocanetedelastorres.es";NA
"Posadas";"14-053";"califas@eprinsa.es";"957630013"
"Carcabuey";"14-015";"secretaria.carcabuey@eprinsa.es";NA
"Pozoblanco";"14-054";"ayuntamiento@pozoblanco.es";"957770050"
"Cardeña";"14-016";"administracion@cardena.es";"957174002"
"Priego de Córdoba";"14-055";"ayuntamiento@priegodecordoba.es";"957708400"
"Carlota (La)";"14-017";"intervencion@lacarlota.es";"957300001"
"Puente Genil";"14-056";"marta.garrido@aytopuentegenil.es";"957605034"
"Carpio (El)";"14-018";"secretaria@ayunelcarpio.es";NA
"Rambla (La)";"14-057";"ayuntamiento@larambla.es";"957682700"
"Castro del Río";"14-019";"interventor@castrodelrio.es";"957372375"
"Rute";"14-058";"intervencion@rute.es";"957532500"
"Conquista";"14-020";"conquista@eprinsa.es";"957159445"
"San Sebastián de los Ballesteros";"14-059";"ayuntaballesteros@hotmail.com";"957309018"
"Córdoba";"14-021";"intervencion@ayuncordoba.es";"957499900"
"Santaella";"14-060";"interv.santaella@eprinsa.es";"957313003"
"Doña Mencía";"14-022";"dmencia@eprinsa.net";"957695584"
"Santa Eufemia";"14-061";"ayuntamiento@santaeufemia.es";"957158229"
"Dos Torres";"14-023";"dostorres@eprinsa.es";NA
"Torrecampo";"14-062";"cristina@torrecampo.es";"957155001"
"Encinas Reales";"14-024";"aytoencinasreal@terra.es";"957597128"
"Valenzuela";"14-063";"ayuntamientovalenzuela@yahoo.es";"957188002"
"Espejo";"14-025";"secretaria@espejo.es";"957376001"
"Valsequillo";"14-064";"secretaria@valsequillo.es";"957587151"
"Espiel";"14-026";"aytoespiel@infonegocio.com";"617459844"
"Victoria (La)";"14-065";"secretaria@lavictoria.es";"609936115"
"Fernán-Núñez";"14-027";"ayuntamiento@fernannunez.es/alcaldia@fernannunez.es";"957380062"
"Villa del Río";"14-066";"interventor@villadelrio.es";"957177017"
"Fuente la Lancha";"14-028";"ayto@fuentelalancha.es";"957126207"
"Villafranca de Córdoba";"14-067";"secretaria@villafrancadecordoba.es";"957190016"
"Fuente Obejuna";"14-029";"tesoreriafuente@terra.es";"957584021"
"Villaharta";"14-068";"ayuntamiento@villaharta.es";"957367135"
"Fuente Palmera";"14-030";"ayto@ftepalmera.es.telefonica.net";"957637003"
"Villanueva de Córdoba";"14-069";"ayuntamiento@villanuevadecordoba.com";"957120000"
"Fuente-Tójar";"14-031";"intervencion@fuente-tojar.es";"957556028"
"Villanueva del Duque";"14-070";"vnueva.duque@eprinsa.es";"957126003"
"Granjuela (La)";"14-032";"secretaria.granjuela@eprinsa.es";"957587013"
"Villanueva del Rey";"14-071";"ayto.villanuevadelrey@eprinsa.es";"957589001"
"Guadalcázar";"14-033";"secretaria@guadalcazar.es";NA
"Villaralto";"14-072";"ayuntamiento@villaralto.es";"957150163"
"Guijo (El)";"14-034";"secretaria@elguijo.es";"957159021"
"Villaviciosa de Córdoba";"14-073";"bermudez@villaviciosadecordoba.es";"957360021"
"Hinojosa del Duque";"14-035";"intervencion@hinojosadelduque.es/secretaria@hinojosadelduque.es";"957140050"
"Viso (El)";"14-074";"secretaria@ayto-elviso.com";"957127005"
"Hornachuelos";"14-036";"intervencion@hornachuelos.es";NA
"Zuheros";"14-075";"azuheros@terra.es";"957694514"
"Iznájar";"14-037";"intervencion@iznajar.es";"957534002"
"Fuente Carreteros";"14-901";"aytfcarreteros@eprinsa.es";"95771400"
"Lucena";"14-038";"intervencion@aytolucena.es";"957500410"
"Guijarrosa (La)";"14-902";"ayto.laguijarrosa@hotmail.com";"957315 2"
"Luque";"14-039";"ALUQUESOCIAL@terra.es";"957667447"
"Allariz";"32-001";"secretario@allariz.com";"988440001"
"Merca (A)";"32-047";"concello@amerca.gal";"988260000"
"Amoeiro";"32-002";"concello.amoeiro@eidolocal.es";"988281000"
"Mezquita (A)";"32-048";"concello@amezquita.gal";"988425541"
"Arnoia (A)";"32-003";"info@arnoia.es";"988486900"
"Montederramo";"32-049";"luis.vazquez.montederramo@eidolocal.es";"988456403"
"Avión";"32-004";"concello@concelloavion.org";"988486000"
"Monterrei";"32-050";"concellomonterrei@yahoo.es";"988418002"
"Baltar";"32-005";"concello@concellodebaltar.com";"988466503"
"Muíños";"32-051";"concello.muinos@eidolocal.es";"988456403"
"Bande";"32-006";"concello.bande.bande@eidolocal.es";"988443001"
"Nogueira de Ramuín";"32-052";"administración@nogueiraderamuin.com";"988201023"
"Baños de Molgas";"32-007";"concello.banosdemolgas@eidolocal.es";"988430000"
"Oímbra";"32-053";"concello@oimbra.gal";"988426160"
"Barbadás";"32-008";"concello@barbadas.com";"988360000"
"Ourense";"32-054";"alcaldia@ourense.gal";"988388105"
"Barco de Valdeorras (O)";"32-009";"intervencion@concellodobarco.org";"988320202"
"Paderne de Allariz";"32-055";"paderne@concellodepaderne.net";"988293000"
"Beade";"32-010";"secretaria@beade.es";"988480034"
"Padrenda";"32-056";"secretaria@concellodepadrenda.com";"988494783"
"Beariz";"32-011";"alcaldia@beariz.org";"988284000"
"Parada de Sil";"32-057";"concello@paradadesil.es";"988208010"
"Blancos (Os)";"32-012";"concello.de.osblancos@eidolocal.es";"988467506"
"Pereiro de Aguiar (O)";"32-058";"concello.pereirodeaguiar@eidolocal.es";"988259385"
"Boborás";"32-013";"administracion@boboras.org";"988402008"
"Peroxa (A)";"32-059";"concelloperoxa@terra.es";"988206614"
"Bola (A)";"32-014";"concello@concelloabola.es";"988451293"
"Petín";"32-060";"concello.petin@eidolocal.es";"988310223"
"Bolo (O)";"32-015";"concellodeobolo@hotmail.com";"988323030"
"Piñor";"32-061";"concellopinor@gmail.com";"988403236"
"Calvos de Randín";"32-016";"concello.calvosderandin@eidolocal.es";"988434000"
"Porqueira";"32-062";"CONCELLO.Porqueira@eidolocal.es";"988466102"
"Carballeda de Valdeorras";"32-017";NA;"988335002"
"Pobra de Trives (A)";"32-063";"ctrives@teleline.es";"988330000"
"Carballeda de Avia";"32-018";"CARBALLEDAAVIA@YAHOO.ES";"988487000"
"Pontedeva";"32-064";"concello@pontedeva.es";"988495005"
"Carballiño (O)";"32-019";"concello@carballino.org";"988530007"
"Punxín";"32-065";"concellodepunxin@yahoo.es";"988380032"
"Cartelle";"32-020";"concello.cartelle@eidolocal.es";"988491111"
"Quintela de Leirado";"32-066";"admin @quinteladeleirado.es";"988493500"
"Castrelo do Val";"32-021";"administracion@castrelodoval.gal";"988419002"
"Rairiz de Veiga";"32-067";"concello.rairizdeveiga@eidolocal.es";"988465552"
"Castrelo de Miño";"32-022";"concello@castrelo.org";"988493000"
"Ramirás";"32-068";"jose.sousa.ramiras@eidolocal.es";"988491523"
"Castro Caldelas";"32-023";"correo.castrocaldelas@fegamp.es";"988203000"
"Ribadavia";"32-069";"sec.c.ribadavia@terra.es";"988477100"
"Celanova";"32-024";"graciela.rodriguez.celanova@eidolocal.es";"988431481"
"San Xoán de Río";"32-070";"concello@concellosanxoanderio.com";"988346002"
"Cenlle";"32-025";"cenlle2@inorde.com";"988400603"
"Riós";"32-071";"concello_rios@interbook.net";"988425032"
"Coles";"32-026";"secretaria@concellodecoles.org";"988205134"
"Rúa (A)";"32-072";"concellodearuatesoreria@virtuorras.com";"988310116"
"Cortegada";"32-027";"concello.cortegada@eidolocal.es";"988483001"
"Rubiá";"32-073";"concello.rubia@eidolocal.es";"988324146"
"Cualedro";"32-028";"correo.cualedro@fegamp.es";"988424004"
"San Amaro";"32-074";"concello.de.sanamaro@eidolocal.es";"988288050"
"Chandrexa de Queixa";"32-029";"concello.chandrexadequeixa@eidolocal.es";"988334000"
"San Cibrao das Viñas";"32-075";"info@sancibrao.es";"988381034"
"Entrimo";"32-030";"concello.entrimo@eidolocal.es";"988434666"
"San Cristovo de Cea";"32-076";"concello@concellodecea.com";"988282000"
"Esgos";"32-031";"esgos@concelloesgos.com";"988290000"
"Sandiás";"32-077";"concello.sandias@eidolocal.es";"988465001"
"Xinzo de Limia";"32-032";"concello@xinzodelimia-ayto.com";"988550111"
"Sarreaus";"32-078";"secretaria@concellosarreaus.com";"988454002"
"Gomesende";"32-033";"concellogomesende@Yahoo.es";"988485000"
"Taboadela";"32-079";"concello.taboadela@eidolocal.es";"988439315"
"Gudiña (A)";"32-034";"administracion@concellogudina.org";"988594006"
